,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
259,Get Hard,WB,111.8,90.4,80.9,21.4,19.1,2015,"Comedy, Crime",6.0,34,109808,Comedy, Crime,,"Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie",2 nominations.,USA,Etan Cohen,English,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",27 Mar 2015,100 min,"Jay Martel (screenplay), Ian Roberts (screenplay), Etan Cohen (screenplay), Adam McKay (story), Jay Martel (story), Ian Roberts (story)"
260,Paul Blart: Mall Cop 2,Sony,107.6,71.0,66.0,36.6,34.0,2015,"Action, Comedy, Crime",4.4,13,30414,Action, Comedy, Crime,"Kevin James, Raini Rodriguez, Neal McDonough, Daniella Alonso",1 win & 9 nominations.,USA,Andy Fickman,English,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '13/100'}]",17 Apr 2015,94 min,"Kevin James, Nick Bakay, Kevin James (characters), Nick Bakay (characters)"
261,Sisters,Uni.,105.0,87.0,82.9,18.0,17.1,2015,Comedy,6.0,58,58291,Comedy,,,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",4 nominations.,USA,Jason Moore,English,Two sisters decide to throw one last house party before their parents sell their family home.,https://m.media-amazon.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",18 Dec 2015,118 min,Paula Pell
262,Vacation,WB (NL),104.9,58.9,56.1,46.0,43.9,2015,"Adventure, Comedy",6.1,34,86483,Adventure, Comedy,,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",1 win & 3 nominations.,USA,"John Francis Daley, Jonathan Goldstein",English,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",https://m.media-amazon.com/images/M/MV5BMTUwNTM0ODMxM15BMl5BanBnXkFtZTgwNjM4Nzk4NTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",29 Jul 2015,99 min,"Jonathan Goldstein, John Francis Daley, John Hughes (characters)"
263,Chappie,Sony,102.1,31.6,30.9,70.5,69.1,2015,"Action, Crime, Drama",6.8,41,211705,Action, Crime, Drama,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",3 nominations.,"South Africa, USA",Neill Blomkamp,English,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",06 Mar 2015,120 min,"Neill Blomkamp, Terri Tatchell"
264,Joy,Fox,101.1,56.5,55.8,44.7,44.2,2015,Drama,6.6,56,116751,Drama,,,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",Nominated for 1 Oscar. Another 7 wins & 20 nominations.,USA,David O. Russell,"English, Spanish, French","Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",https://m.media-amazon.com/images/M/MV5BNzRiOWZmMzUtZTJiOC00MjQ1LTkwMjgtNzhlYzBmODAzYTA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",25 Dec 2015,124 min,"David O. Russell (screenplay), Annie Mumolo (story), David O. Russell (story)"
265,Black Mass,WB,99.8,62.6,62.7,37.2,37.3,2015,"Biography, Crime, Drama",6.9,68,154548,Biography, Crime, Drama,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson",6 wins & 24 nominations.,"USA, UK",Scott Cooper,English,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,Warner Bros Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",18 Sep 2015,123 min,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)"
266,The Visit,Uni.,98.5,65.2,66.2,33.2,33.8,2015,"Comedy, Horror, Mystery",6.2,55,100958,Comedy, Horror, Mystery,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",1 win & 14 nominations.,USA,M. Night Shyamalan,English,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",11 Sep 2015,94 min,M. Night Shyamalan
267,Spotlight,ORF,98.3,45.1,45.8,53.2,54.2,2015,"Crime, Drama",8.1,93,358678,Crime, Drama,,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",Won 2 Oscars. Another 119 wins & 138 nominations.,USA,Tom McCarthy,English,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",20 Nov 2015,129 min,"Josh Singer, Tom McCarthy"
268,In the Heart of the Sea,WB,93.9,25.0,26.6,68.9,73.4,2015,"Action, Adventure, Biography",6.9,47,107205,Action, Adventure, Biography,"Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson",1 win & 5 nominations.,"USA, Australia, Spain",Ron Howard,English,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",https://m.media-amazon.com/images/M/MV5BMjA5NzUwODExM15BMl5BanBnXkFtZTgwNjM0MzE4NjE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",11 Dec 2015,122 min,"Charles Leavitt (screenplay), Charles Leavitt (story), Rick Jaffa (story), Amanda Silver (story), Nathaniel Philbrick (book)"
269,Southpaw,Wein.,92.0,52.4,57.0,39.5,43.0,2015,"Drama, Sport",7.4,57,197768,Drama, Sport,,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",10 nominations.,"Hong Kong, USA",Antoine Fuqua,English,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",24 Jul 2015,124 min,Kurt Sutter
270,The Second Best Exotic Marigold Hotel,FoxS,86.0,33.1,38.5,52.9,61.5,2015,"Comedy, Drama",6.6,51,28639,Comedy, Drama,,"Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",2 nominations.,"UK, USA",John Madden,English,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",06 Mar 2015,122 min,"Ol Parker (screenplay by), Ol Parker (screen story by), John Madden (screen story by)"
271,Paper Towns,Fox,85.5,32.0,37.4,53.5,62.6,2015,"Comedy, Drama, Mystery",6.3,56,86745,Comedy, Drama, Mystery,"Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",4 wins & 3 nominations.,USA,Jake Schreier,English,"After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",24 Jul 2015,109 min,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), John Green (based on the book by)"
272,Sicario,LGF,84.9,46.9,55.2,38.0,44.8,2015,"Action, Crime, Drama",7.6,82,323315,Action, Crime, Drama,"Emily Blunt, Benicio Del Toro, Josh Brolin, Victor Garber",Nominated for 3 Oscars. Another 15 wins & 150 nominations.,"USA, Mexico",Denis Villeneuve,"English, Spanish",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",02 Oct 2015,121 min,Taylor Sheridan
273,The Wedding Ringer,SGem,79.8,64.5,80.8,15.3,19.2,2015,Comedy,6.7,35,66411,Comedy,,,"Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco",2 wins & 4 nominations.,USA,Jeremy Garelick,"English, Ukrainian","Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",https://m.media-amazon.com/images/M/MV5BMTk3MjQyNTUxNl5BMl5BanBnXkFtZTgwNjM3Mjk1MzE@._V1_SX300.jpg,Sony Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",16 Jan 2015,101 min,"Jeremy Garelick, Jay Lavender"
274,Crimson Peak,Uni.,74.7,31.1,41.6,43.6,58.4,2015,"Drama, Fantasy, Horror",6.5,66,117955,Drama, Fantasy, Horror,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",6 wins & 39 nominations.,"Canada, USA",Guillermo del Toro,English,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",https://m.media-amazon.com/images/M/MV5BNTY2OTI5MjAyOV5BMl5BanBnXkFtZTgwNTkzMjQ0NDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",16 Oct 2015,119 min,"Guillermo del Toro, Matthew Robbins"
275,Run All Night,WB,71.7,26.5,36.9,45.2,63.1,2015,"Action, Crime, Drama",6.6,59,93226,Action, Crime, Drama,"Liam Neeson, Ed Harris, Joel Kinnaman, Boyd Holbrook",,USA,Jaume Collet-Serra,English,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",https://m.media-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",13 Mar 2015,114 min,Brad Ingelsby
276,War Room,TriS,67.8,67.8,100.0,,0.0,2015,Drama,6.4,26,11537,Drama,,,"Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing",1 win.,USA,Alex Kendrick,English,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman.",https://m.media-amazon.com/images/M/MV5BMTYyNTUxMjQwNF5BMl5BanBnXkFtZTgwNDY5MDIwNTE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",28 Aug 2015,120 min,"Alex Kendrick, Stephen Kendrick"
277,The Age of Adaline,LGF,65.7,42.6,64.9,23.0,35.1,2015,"Drama, Fantasy, Romance",7.2,51,137028,Drama, Fantasy, Romance,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",1 win & 9 nominations.,"USA, Canada",Lee Toland Krieger,"English, Portuguese, Italian","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",24 Apr 2015,112 min,"J. Mills Goodloe (screenplay by), Salvador Paskowitz (screenplay by), J. Mills Goodloe (screenplay), J. Mills Goodloe (story by), Salvador Paskowitz (story by)"
278,Unfriended,Uni.,64.1,32.5,50.7,31.6,49.3,2015,"Drama, Horror, Mystery",5.6,59,61145,Drama, Horror, Mystery,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",3 wins & 6 nominations.,USA,Levan Gabriadze,English,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",https://m.media-amazon.com/images/M/MV5BMzdlNWI2MjYtMWY3ZC00N2EzLWIzNTgtZDY2NGI4OTY3Yzc5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",17 Apr 2015,83 min,Nelson Greaves
279,The Longest Ride,Fox,62.9,37.4,59.5,25.5,40.5,2015,"Drama, Romance",7.1,33,69477,Drama, Romance,,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston",1 win & 5 nominations.,USA,George Tillman Jr.,English,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",https://m.media-amazon.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",10 Apr 2015,123 min,"Nicholas Sparks (novel), Craig Bolotin (screenplay)"
280,Brooklyn,FoxS,62.1,38.3,61.7,23.8,38.3,2015,"Drama, Romance",7.5,88,115620,Drama, Romance,,"Saoirse Ronan, Hugh Gormley, Brid Brennan, Maeve McGrath",Nominated for 3 Oscars. Another 37 wins & 152 nominations.,"UK, Canada, Ireland, Belgium",John Crowley,"English, Latin, Irish","An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",25 Nov 2015,117 min,"Nick Hornby, Colm Tóibín (novel)"
281,Woman in Gold,Wein.,61.6,33.3,54.1,28.3,45.9,2015,"Biography, Drama, History",7.3,51,47912,Biography, Drama, History,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",6 nominations.,UK,Simon Curtis,"English, German","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",10 Apr 2015,109 min,"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)"
282,Krampus,Uni.,61.5,42.7,69.4,18.8,30.6,2015,"Comedy, Fantasy, Horror",6.2,49,54883,Comedy, Fantasy, Horror,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen",4 wins & 14 nominations.,USA,Michael Dougherty,"English, German",A boy who has a bad Christmas ends up accidentally summoning a festive demon to his family home.,https://m.media-amazon.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",04 Dec 2015,98 min,"Todd Casey, Michael Dougherty, Zach Shields"
283,The Perfect Guy,SGem,60.3,57.0,94.6,3.2,5.4,2015,"Drama, Thriller",5.6,36,8874,Drama, Thriller,,"Sanaa Lathan, Michael Ealy, Morris Chestnut, L. Scott Caldwell",2 wins & 3 nominations.,USA,David M. Rosenthal,English,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true.",https://m.media-amazon.com/images/M/MV5BMjA4NzcwMTkzMF5BMl5BanBnXkFtZTgwMDAwNDUxNjE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",11 Sep 2015,100 min,"Alan B. McElroy (story by), Tyger Williams (screenplay)"
284,No Escape,Wein.,54.4,27.3,50.1,27.1,49.9,2015,"Action, Thriller",6.8,38,69416,Action, Thriller,,"Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare",1 win & 1 nomination.,USA,John Erick Dowdle,"English, French, Thai, Khmer","In their new overseas house, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",https://m.media-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",26 Aug 2015,103 min,"John Erick Dowdle, Drew Dowdle"
285,Sinister 2,Focus,52.9,27.7,52.5,25.1,47.5,2015,"Horror, Mystery, Thriller",5.3,32,40836,Horror, Mystery, Thriller,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",1 win & 3 nominations.,"USA, UK",Ciarán Foy,English,A young mother and her twin sons move into a rural house that's marked for death.,https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '32/100'}]",21 Aug 2015,97 min,"Scott Derrickson, C. Robert Cargill, Scott Derrickson (based on characters created by), C. Robert Cargill (based on characters created by)"
